seriesID,trait.name,T,trait,ErrorPosSI,ErrorNegSI,Trait2.name,Trait,host.code,paras.code,Citation,Figure,Notes,joint.code
Numazu_9,b,25,0.202,NA,NA,Days Post Infection,19,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Numazu_9,b,25,0.163,NA,NA,Days Post Infection,21,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Numazu_9,b,30,0.523,NA,NA,Days Post Infection,4,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Numazu_9,b,30,0.69,NA,NA,Days Post Infection,7,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Numazu_9,b,30,0.374,NA,NA,Days Post Infection,10,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Numazu_9,b,30,0.123,NA,NA,Days Post Infection,13,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Numazu_9,b,30,0.08,NA,NA,Days Post Infection,16,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Numazu_9,b,30,0.002,NA,NA,Days Post Infection,19,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Numazu_9,b,30,0.001,NA,NA,Days Post Infection,21,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,30,1,NA,NA,Days Post Infection,4,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,30,1,NA,NA,Days Post Infection,7,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,30,1,NA,NA,Days Post Infection,10,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,30,1,NA,NA,Days Post Infection,13,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,30,1,NA,NA,Days Post Infection,16,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,30,1,NA,NA,Days Post Infection,19,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,30,1,NA,NA,Days Post Infection,21,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,25,1,NA,NA,Days Post Infection,4,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,25,1,NA,NA,Days Post Infection,7,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,25,0.97,NA,NA,Days Post Infection,10,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,25,1,NA,NA,Days Post Infection,13,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,25,1,NA,NA,Days Post Infection,16,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,25,1,NA,NA,Days Post Infection,19,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,25,1,NA,NA,Days Post Infection,21,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,20,1,NA,NA,Days Post Infection,7,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,20,0.96,NA,NA,Days Post Infection,10,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,20,0.96,NA,NA,Days Post Infection,13,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,20,0.92,NA,NA,Days Post Infection,16,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,20,1,NA,NA,Days Post Infection,19,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,20,1,NA,NA,Days Post Infection,21,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,20,1,NA,NA,Days Post Infection,24,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,20,1,NA,NA,Days Post Infection,27,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,15,1,NA,NA,Days Post Infection,7,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,15,1,NA,NA,Days Post Infection,10,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,15,1,NA,NA,Days Post Infection,13,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,15,1,NA,NA,Days Post Infection,16,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,15,1,NA,NA,Days Post Infection,19,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,15,1,NA,NA,Days Post Infection,21,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,15,1,NA,NA,Days Post Infection,24,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,15,1,NA,NA,Days Post Infection,27,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,15,1,NA,NA,Days Post Infection,30,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,10,1,NA,NA,Days Post Infection,10,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,10,1,NA,NA,Days Post Infection,16,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,10,1,NA,NA,Days Post Infection,19,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,10,0.96,NA,NA,Days Post Infection,21,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,10,1,NA,NA,Days Post Infection,24,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,10,1,NA,NA,Days Post Infection,27,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,10,1,NA,NA,Days Post Infection,30,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111,c,10,1,NA,NA,Days Post Infection,27,Ctar,WEEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarWEEV
Mariano_111a,c,30,0.58,NA,NA,Days Post Infection,4,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,30,0.66,NA,NA,Days Post Infection,7,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,30,0.42,NA,NA,Days Post Infection,10,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,30,0.52,NA,NA,Days Post Infection,13,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,30,0.64,NA,NA,Days Post Infection,16,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,30,0.71,NA,NA,Days Post Infection,19,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,30,0.48,NA,NA,Days Post Infection,21,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,25,0.56,NA,NA,Days Post Infection,4,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,25,0.62,NA,NA,Days Post Infection,7,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,25,0.66,NA,NA,Days Post Infection,10,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,25,0.56,NA,NA,Days Post Infection,13,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,25,0.56,NA,NA,Days Post Infection,16,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,25,0.65,NA,NA,Days Post Infection,19,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,25,0.52,NA,NA,Days Post Infection,21,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,25,0.56,NA,NA,Days Post Infection,24,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,20,0.72,NA,NA,Days Post Infection,7,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,20,0.4,NA,NA,Days Post Infection,10,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,20,0.72,NA,NA,Days Post Infection,13,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,20,0.66,NA,NA,Days Post Infection,16,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,20,0.46,NA,NA,Days Post Infection,19,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,20,0.68,NA,NA,Days Post Infection,21,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,20,0.68,NA,NA,Days Post Infection,24,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,20,0.52,NA,NA,Days Post Infection,27,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,15,0.36,NA,NA,Days Post Infection,21,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,15,0.32,NA,NA,Days Post Infection,27,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,15,0.2,NA,NA,Days Post Infection,35,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,15,0.36,NA,NA,Days Post Infection,42,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,15,0.21,NA,NA,Days Post Infection,49,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,15,0.28,NA,NA,Days Post Infection,56,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,15,0.51,NA,NA,Days Post Infection,63,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,15,0.6,NA,NA,Days Post Infection,72,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,10,0.04,NA,NA,Days Post Infection,35,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,10,0.04,NA,NA,Days Post Infection,49,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,10,0,NA,NA,Days Post Infection,63,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Mariano_111a,c,10,0.08,NA,NA,Days Post Infection,79,Ctar,SLEV,Reisen_1993_J_Med_Entomology,Figure 1,,CtarSLEV
Verwillow_24,b,10,0,NA,NA,Days Post Infection,110,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Verwillow_24,b,14,0.12,NA,NA,Days Post Infection,36,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Verwillow_24,b,18,0.3,NA,NA,Days Post Infection,26,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Verwillow_24,b,18,0.45,NA,NA,Days Post Infection,29,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Verwillow_24,b,18,0.45,NA,NA,Days Post Infection,33,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Verwillow_24,b,22,0.59,NA,NA,Days Post Infection,17,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Verwillow_24,b,22,0.81,NA,NA,Days Post Infection,19,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Verwillow_24,b,26,0.42,NA,NA,Days Post Infection,9,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Verwillow_24,b,26,0.79,NA,NA,Days Post Infection,12,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Verwillow_24,b,26,0.46,NA,NA,Days Post Infection,14,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Verwillow_24,b,26,0.9,NA,NA,Days Post Infection,16,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Verwillow_24,b,30,0.6,NA,NA,Days Post Infection,7,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Verwillow_24,b,30,0.85,NA,NA,Days Post Infection,9,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Verwillow_24,b,30,0.75,NA,NA,Days Post Infection,12,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Verwillow_24,b,30,0.75,NA,NA,Days Post Infection,14,Ctar,WNV,Reisen_2006_JMedEntomol,Figure 4,,CtarWNV
Mariano_114a,c,18,0.6,NA,NA,Days Post Infection,13-16,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 1,,CtarWEEV
Mariano_114a,c,25,0.7,NA,NA,Days Post Infection,13-16,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 1,,CtarWEEV
Mariano_114a,c,32,0.2,NA,NA,Days Post Infection,13-16,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 1,,CtarWEEV
Mariano_114b,bc,25,0.28,NA,NA,Days Post Infection,13-16,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 1,,CtarWEEV
Mariano_114b,bc,32,0.07,NA,NA,Days Post Infection,13-16,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 1,,CtarWEEV
Mariano_114c,c,18,0.89,NA,NA,Days Post Infection,6,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 2,,CtarWEEV
Mariano_114c,c,18,0.94,NA,NA,Days Post Infection,12,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 2,,CtarWEEV
Mariano_114c,c,18,0.94,NA,NA,Days Post Infection,19,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 2,,CtarWEEV
Mariano_114c,c,25,1,NA,NA,Days Post Infection,6,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 2,,CtarWEEV
Mariano_114c,c,25,0.86,NA,NA,Days Post Infection,12,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 2,,CtarWEEV
Mariano_114c,c,25,0.8,NA,NA,Days Post Infection,19,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 2,,CtarWEEV
Mariano_114c,c,32,0.72,NA,NA,Days Post Infection,6,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 2,,CtarWEEV
Mariano_114c,c,32,0.21,NA,NA,Days Post Infection,12,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 2,,CtarWEEV
Mariano_114d,bc,18,0.27,NA,NA,Days Post Infection,19,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 2,,CtarWEEV
Mariano_114d,bc,25,0.31,NA,NA,Days Post Infection,12,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 2,,CtarWEEV
Mariano_114d,bc,25,0.34,NA,NA,Days Post Infection,19,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 2,,CtarWEEV
Mariano_114d,bc,32,0.21,NA,NA,Days Post Infection,6,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 2,,CtarWEEV
Mariano_114d,bc,32,0.04,NA,NA,Days Post Infection,12,Ctar,WEEV,Kramer_et_al_1983_AmJTropMedHyg,Figure 2,,CtarWEEV
Verwillow_4,c,15,0.08,NA,NA,days since infectious bloodmeal,24,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,15,0.04,NA,NA,days since infectious bloodmeal,28,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,15,0.04,NA,NA,days since infectious bloodmeal,31,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,15,0.08,NA,NA,days since infectious bloodmeal,34,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,15,0,NA,NA,days since infectious bloodmeal,40,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,18,0.12,NA,NA,days since infectious bloodmeal,24,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,18,0.24,NA,NA,days since infectious bloodmeal,28,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,18,0.24,NA,NA,days since infectious bloodmeal,31,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,18,0.2,NA,NA,days since infectious bloodmeal,34,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,18,0.36,NA,NA,days since infectious bloodmeal,40,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,22,0.604,NA,NA,days since infectious bloodmeal,24,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,22,0.765,NA,NA,days since infectious bloodmeal,28,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,22,0.484,NA,NA,days since infectious bloodmeal,31,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,22,0.764,NA,NA,days since infectious bloodmeal,34,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,22,0.336,NA,NA,days since infectious bloodmeal,40,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,32,0.644,NA,NA,days since infectious bloodmeal,4,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,32,0.845,NA,NA,days since infectious bloodmeal,6,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,32,0.965,NA,NA,days since infectious bloodmeal,7,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,32,0.924,NA,NA,days since infectious bloodmeal,10,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_4,c,32,0.933,NA,NA,days since infectious bloodmeal,14,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,WN02-1956 strain of WNV,CpipWNV
Verwillow_5,c,15,0.082,NA,NA,days since infectious bloodmeal,28,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,NY99-3356 strain of WNV,CpipWNV
Verwillow_5,c,15,0,NA,NA,days since infectious bloodmeal,31,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,NY99-3356 strain of WNV,CpipWNV
Verwillow_5,c,15,0,NA,NA,days since infectious bloodmeal,34,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,NY99-3356 strain of WNV,CpipWNV
Verwillow_5,c,15,0,NA,NA,days since infectious bloodmeal,40,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,NY99-3356 strain of WNV,CpipWNV
Verwillow_5,c,18,0.122,NA,NA,days since infectious bloodmeal,31,Cpip,WNV,Kilpatrick_2008_PLOSPathogens,Figure 1,NY99-3356 strain of WNV,CpipWNV
